193, 0.242123 0.203612 0.270028 0.129066 0.178687 0.311064 0.170572 0.176618 0.229101 0.2288 0.192726 0.130799;
194, 0.244354 0.203869 0.262051 0.133733 0.177241 0.312145 0.175633 0.179044 0.235542 0.226533 0.18943 0.138527;
195, 0.24231 0.204648 0.254408 0.133635 0.182443 0.312961 0.17867 0.178633 0.241533 0.220372 0.197616 0.145598;
196, 0.238708 0.205868 0.244389 0.138116 0.184427 0.310836 0.184351 0.181365 0.246251 0.214626 0.217367 0.144684;
197, 0.236583 0.208144 0.238527 0.135122 0.188118 0.309355 0.190149 0.179682 0.251296 0.211283 0.233614 0.145501;
198, 0.231755 0.210402 0.236846 0.135041 0.190262 0.307372 0.19466 0.179833 0.261213 0.20941 0.247382 0.142317;
199, 0.230646 0.213442 0.235794 0.136224 0.192331 0.305576 0.200824 0.178529 0.269578 0.206958 0.255006 0.134053;
200, 0.22988 0.217431 0.236962 0.140116 0.198601 0.304144 0.209581 0.178494 0.274365 0.20722 0.250248 0.135557;
201, 0.228723 0.22338 0.237732 0.143738 0.202301 0.304333 0.219437 0.178655 0.274867 0.206773 0.240771 0.128746;
202, 0.230462 0.229216 0.23727 0.144015 0.203662 0.306916 0.226697 0.177756 0.271615 0.209893 0.22749 0.124597;
203, 0.23042 0.231764 0.236762 0.148764 0.201764 0.308055 0.229484 0.180877 0.268283 0.208289 0.217867 0.122094;
204, 0.237561 0.23222 0.238354 0.143424 0.199196 0.311444 0.225116 0.183909 0.262195 0.207473 0.227455 0.122404;
205, 0.243004 0.232541 0.246003 0.138618 0.189691 0.312532 0.218235 0.188224 0.254659 0.204429 0.230865 0.126594;
206, 0.250958 0.224222 0.254828 0.13529 0.185496 0.314228 0.213539 0.19132 0.249201 0.200117 0.236467 0.133815;
207, 0.257266 0.224142 0.26125 0.127799 0.182899 0.315218 0.216491 0.19483 0.247153 0.191497 0.243674 0.137754;
208, 0.260169 0.231017 0.265821 0.12573 0.180354 0.315369 0.218258 0.199652 0.250151 0.186907 0.248783 0.145363;
209, 0.266369 0.232789 0.270721 0.122534 0.182209 0.317333 0.219514 0.20076 0.252901 0.193349 0.254549 0.149092;
210, 0.263678 0.232444 0.273025 0.122288 0.184467 0.316601 0.219962 0.201735 0.253875 0.203475 0.257544 0.152855;
211, 0.262027 0.234239 0.27741 0.117443 0.190612 0.311668 0.227074 0.205952 0.253794 0.201373 0.256762 0.157867;
212, 0.252217 0.230674 0.281951 0.124324 0.192629 0.303548 0.230501 0.211152 0.251883 0.202787 0.252695 0.160178;
213, 0.244231 0.22581 0.286242 0.122372 0.192285 0.298089 0.225205 0.215549 0.247571 0.21079 0.248733 0.162417;
214, 0.243161 0.223872 0.287996 0.129089 0.190416 0.299895 0.214801 0.218352 0.244535 0.218517 0.240151 0.159023;
215, 0.23926 0.218222 0.288649 0.128032 0.189901 0.303739 0.200626 0.218508 0.247294 0.224819 0.229468 0.15498;
216, 0.237797 0.214858 0.289299 0.135733 0.184172 0.305674 0.18902 0.217525 0.25123 0.229354 0.224231 0.145557;
